['N', 'date', 'time', 'timestamp', '1000', '50 000', '200 000', '300 000', '400 000', '500 000']
[120, '2023-07-23', '08:17:41', '1690100261.295082', 0.0005330556816203013, -0.03752675207142886, -0.14644352726962495, -0.3368043313744664, -0.2925263394082407, -0.37169594717917676]
[121, '2023-07-23', '09:01:04', '1690102864.927342', 0.0005324386109448756, 0.0782777057540045, -0.030512986278097287, -0.22065342678112643, -0.17642669146847823, -0.36695737692539865]
[122, '2023-07-23', '09:20:38', '1690104038.034538', 0.0005324135893742945, 0.0073092570966935, -0.15112379471463555, -0.1501274385790623, -0.2852369396970573, -0.3622407037608468]
[123, '2023-07-23', '10:03:20', '1690106600.191328', 0.0005327695575510295, -0.059545189373039875, -0.21808416846667456, -0.21708714617403757, -0.3522869806038216, -0.35757686940409883]
[124, '2023-07-23', '10:23:20', '1690107800.527474', 0.0005327716761132426, -0.0076861300562853785, -0.1369737138231102, -0.17944328156049494, -0.2917327656326165, -0.3579759420747024]
[125, '2023-07-23', '11:05:49', '1690110349.030843', 0.0005329830648322372, -0.04736634882254975, -0.1767052302426606, -0.21919164870226382, -0.33152568606288924, -0.35155688827777]
[126, '2023-07-23', '11:26:11', '1690111571.662858', 0.0005330126761635618, -0.05542092678899735, -0.16865713535800353, -0.2366106404955275, -0.29006481303963483, -0.3571321933784901]
[127, '2023-07-23', '12:08:23', '1690114103.365835', 0.0005329446788262651, -0.042656685881823364, -0.15587844871436118, -0.2238232849071835, -0.27727063821122044, -0.3489185510346431]
[128, '2023-07-23', '12:28:56', '1690115336.632151', 0.0005329917492691214, 0.03226001285042912, -0.09830040182717426, -0.16605526379746038, -0.2873711961815104, -0.35778151228372224]
[129, '2023-07-23', '13:11:10', '1690117870.295301', 0.0005332684624976993, -0.01964022035843982, -0.1502684180625664, -0.21805845631209309, -0.33943737226648807, -0.3717097498657438]
[130, '2023-07-23', '13:31:33', '1690119093.035044', 0.0005334584135666177, -0.04634351411283433, -0.13901924807929333, -0.24006930648381797, -0.2975749857130836, -0.407462311468322]
[131, '2023-07-23', '14:14:04', '1690121644.043352', 0.0005333426753678221, -0.024637635453984785, -0.11729326265630391, -0.2183213974179523, -0.27581460031622385, -0.36764824264869844]
[132, '2023-07-23', '14:34:06', '1690122846.260833', 0.0005334014376639504, -0.05952345952768212, -0.16814662708856076, -0.22582464129277469, -0.3028605906665405, -0.37870648670100593]
[133, '2023-07-23', '15:17:08', '1690125428.191354', 0.0005333904693888412, -0.05746594654944204, -0.16608688050408205, -0.22376370868163065, -0.3007980739736382, -0.3546985381964731]
[134, '2023-07-23', '15:36:48', '1690126608.024619', 0.0005332897430987831, -0.035085479093254435, -0.15054131540574645, -0.35604064211696596, -0.2993629354481868, -0.33574740004577563]
[135, '2023-07-23', '16:20:15', '1690129215.36745', 0.00053252762380518, 0.10787370897934068, -0.007417130496918389, -0.21262278007719715, -0.15602607097929422, -0.36371445249137935]
[136, '2023-07-23', '16:39:22', '1690130362.181821', 0.0005310370592411437, -0.15310152928198306, -0.2819694307684557, -0.34538301942093597, -0.3447114441414385, -0.08279269446316562]
[137, '2023-07-23', '17:23:29', '1690133009.823356', 0.0005303871616413634, -0.03053143899967381, -0.15924162844251555, -0.22257760982004982, -0.2219068564326534, -0.3336649409971244]
[138, '2023-07-23', '18:26:56', '1690136816.458762', 0.0005276323286496711, 0.014880653055385551, -0.01651642902105266, -0.20435478048845823, 0.26817887459370127, 0.1874685070703066]
[139, '2023-07-23', '18:44:32', '1690137872.54919', 0.0005270482025776708, -0.26205345732113017, -0.4337075117699243, -0.09342151696944256, -0.28376109307531294, -0.33388793936330785]
[140, '2023-07-23', '19:30:10', '1690140610.518417', 0.0005277203353311942, -0.389915405686736, -0.5617883667017907, -0.24032013139566288, -0.4116507247020138, -0.12207269414520283]
[141, '2023-07-23', '19:46:48', '1690141608.745733', 0.0005293177190753988, -0.1923979195563561, -0.2360483288313162, -0.543742696666456, -0.14423760696132604, -0.42513733018452626]
[142, '2023-07-23', '20:33:29', '1690144409.972151', 0.000528756641726194, -0.08619387043934523, -0.12979801023374193, -0.22998514004009962, -0.03808460782728673, -0.3690316975491186]
[143, '2023-07-23', '20:49:25', '1690145365.772796', 0.0005285508503732082, 0.09011666515053207, -0.24548747932001902, -0.1909757685750293, -0.2883321505587588, -0.32996820935635185]
[144, '2023-07-23', '21:36:37', '1690148197.558609', 0.0005302717928220394, -0.23518630081257186, -0.5718831602372347, -0.12819014882158797, -0.614867332175649, 0.035406686632555306]
[145, '2023-07-24', '03:04:56', '1690167896.759292', 0.000533091988575374, 0.2631105097436688, 0.0903877127431656, -0.28747944550759996, -0.03741773559509909, -0.3818099116099063]
[146, '2023-07-24', '03:53:33', '1690170813.962475', 0.0005350756847662009, -0.10802185016191856, -0.2813873684222159, -0.25444242718837984, -0.40966839543446554, -0.2583517947898173]
[147, '2023-07-24', '04:07:46', '1690171666.922602', 0.0005360811669945544, -0.3065782721838559, -0.35004899593148764, -0.44283458000704456, -0.440881464554721, -0.44675129385828427]
[148, '2023-07-24', '04:56:07', '1690174567.307724', 0.0005343194759519381, 0.023053155549888515, -0.020274712993412436, -0.26947369388012987, -0.11080868438115488, -0.40464161720915115]
[149, '2023-07-24', '05:10:40', '1690175440.127306', 0.0005341592384593954, -0.11087261591454478, -0.22687282010814158, -0.2394038016781792, -0.29741067297185, -0.3745311893911776]
[150, '2023-07-24', '05:58:40', '1690178320.671337', 0.0005343764597293234, -0.1515837172444776, -0.2676310940971689, -0.2345660806402492, -0.33819763189389107, -0.36588990912218833]
[151, '2023-07-24', '06:13:46', '1690179226.055314', 0.0005344144873278208, 0.02325045448779406, -0.10186423222660324, -0.2416990292667549, -0.3020555394585642, -0.3730322030889113]
